"Component Id",value,time,"Component Name"
16,25,"2013-06-30 09:20:00","Self Power Production"
6,25,"2013-06-30 09:40:00","Salon temp"
16,27,"2013-06-30 09:40:00","Self Power Production"
13,0,"2013-06-30 09:40:00","Light Power Consumption"
15,4,"2013-06-30 09:40:00","Appliance Power Consumption"
5,25,"2013-06-30 09:40:00","bed room temp"
14,0,"2013-06-30 09:40:00","AC Power Consumption"
15,4,"2013-06-30 10:00:00","Appliance Power Consumption"
5,25,"2013-06-30 10:00:00","bed room temp"
14,0,"2013-06-30 10:00:00","AC Power Consumption"
6,25,"2013-06-30 10:00:00","Salon temp"
16,29,"2013-06-30 10:00:00","Self Power Production"
13,0,"2013-06-30 10:00:00","Light Power Consumption"
16,32,"2013-06-30 10:20:00","Self Power Production"
13,0,"2013-06-30 10:20:00","Light Power Consumption"
15,4,"2013-06-30 10:20:00","Appliance Power Consumption"
5,26,"2013-06-30 10:20:00","bed room temp"
14,0,"2013-06-30 10:20:00","AC Power Consumption"
6,26,"2013-06-30 10:20:00","Salon temp"
5,26,"2013-06-30 10:40:00","bed room temp"
14,0,"2013-06-30 10:40:00","AC Power Consumption"
6,26,"2013-06-30 10:40:00","Salon temp"
16,36,"2013-06-30 10:40:00","Self Power Production"
13,0,"2013-06-30 10:40:00","Light Power Consumption"
15,4,"2013-06-30 10:40:00","Appliance Power Consumption"
13,0,"2013-06-30 11:00:00","Light Power Consumption"
15,4,"2013-06-30 11:00:00","Appliance Power Consumption"
5,26,"2013-06-30 11:00:00","bed room temp"
14,0,"2013-06-30 11:00:00","AC Power Consumption"
6,26,"2013-06-30 11:00:00","Salon temp"
16,41,"2013-06-30 11:00:00","Self Power Production"
14,0,"2013-06-30 11:20:00","AC Power Consumption"
6,26,"2013-06-30 11:20:00","Salon temp"
16,44,"2013-06-30 11:20:00","Self Power Production"
13,0,"2013-06-30 11:20:00","Light Power Consumption"
15,4,"2013-06-30 11:20:00","Appliance Power Consumption"
5,26,"2013-06-30 11:20:00","bed room temp"
15,4,"2013-06-30 11:40:00","Appliance Power Consumption"
5,27,"2013-06-30 11:40:00","bed room temp"
14,0,"2013-06-30 11:40:00","AC Power Consumption"
6,27,"2013-06-30 11:40:00","Salon temp"
16,46,"2013-06-30 11:40:00","Self Power Production"
13,0,"2013-06-30 11:40:00","Light Power Consumption"
16,47,"2013-06-30 12:00:00","Self Power Production"
13,0,"2013-06-30 12:00:00","Light Power Consumption"
15,4,"2013-06-30 12:00:00","Appliance Power Consumption"
5,27,"2013-06-30 12:00:00","bed room temp"
14,0,"2013-06-30 12:00:00","AC Power Consumption"
6,27,"2013-06-30 12:00:00","Salon temp"
15,4,"2013-06-30 12:20:00","Appliance Power Consumption"
5,27,"2013-06-30 12:20:00","bed room temp"
14,0,"2013-06-30 12:20:00","AC Power Consumption"
6,27,"2013-06-30 12:20:00","Salon temp"
16,48,"2013-06-30 12:20:00","Self Power Production"
13,0,"2013-06-30 12:20:00","Light Power Consumption"
13,0,"2013-06-30 12:40:00","Light Power Consumption"
15,4,"2013-06-30 12:40:00","Appliance Power Consumption"
5,28,"2013-06-30 12:40:00","bed room temp"
14,0,"2013-06-30 12:40:00","AC Power Consumption"
6,28,"2013-06-30 12:40:00","Salon temp"
16,49,"2013-06-30 12:40:00","Self Power Production"
14,0,"2013-06-30 13:00:00","AC Power Consumption"
6,28,"2013-06-30 13:00:00","Salon temp"
16,50,"2013-06-30 13:00:00","Self Power Production"
13,0,"2013-06-30 13:00:00","Light Power Consumption"
15,4,"2013-06-30 13:00:00","Appliance Power Consumption"
5,28,"2013-06-30 13:00:00","bed room temp"
15,4,"2013-06-30 13:20:00","Appliance Power Consumption"
5,28,"2013-06-30 13:20:00","bed room temp"
14,0,"2013-06-30 13:20:00","AC Power Consumption"
6,28,"2013-06-30 13:20:00","Salon temp"
16,50,"2013-06-30 13:20:00","Self Power Production"
13,9,"2013-06-30 13:20:00","Light Power Consumption"
16,51,"2013-06-30 13:40:00","Self Power Production"
13,9,"2013-06-30 13:40:00","Light Power Consumption"
15,4,"2013-06-30 13:40:00","Appliance Power Consumption"
5,28,"2013-06-30 13:40:00","bed room temp"
14,0,"2013-06-30 13:40:00","AC Power Consumption"
6,28,"2013-06-30 13:40:00","Salon temp"
15,4,"2013-06-30 14:00:00","Appliance Power Consumption"
5,29,"2013-06-30 14:00:00","bed room temp"
14,0,"2013-06-30 14:00:00","AC Power Consumption"
6,29,"2013-06-30 14:00:00","Salon temp"
16,50,"2013-06-30 14:00:00","Self Power Production"
13,0,"2013-06-30 14:00:00","Light Power Consumption"
13,0,"2013-06-30 14:20:00","Light Power Consumption"
15,4,"2013-06-30 14:20:00","Appliance Power Consumption"
5,29,"2013-06-30 14:20:00","bed room temp"
14,0,"2013-06-30 14:20:00","AC Power Consumption"
6,29,"2013-06-30 14:20:00","Salon temp"
16,50,"2013-06-30 14:20:00","Self Power Production"
14,0,"2013-06-30 14:40:00","AC Power Consumption"
6,29,"2013-06-30 14:40:00","Salon temp"
16,49,"2013-06-30 14:40:00","Self Power Production"
13,9,"2013-06-30 14:40:00","Light Power Consumption"
15,4,"2013-06-30 14:40:00","Appliance Power Consumption"
5,29,"2013-06-30 14:40:00","bed room temp"
13,9,"2013-06-30 15:00:00","Light Power Consumption"
15,4,"2013-06-30 15:00:00","Appliance Power Consumption"
5,29,"2013-06-30 15:00:00","bed room temp"
14,0,"2013-06-30 15:00:00","AC Power Consumption"
6,29,"2013-06-30 15:00:00","Salon temp"
16,50,"2013-06-30 15:00:00","Self Power Production"
16,47,"2013-06-30 15:20:00","Self Power Production"
13,0,"2013-06-30 15:20:00","Light Power Consumption"
15,4,"2013-06-30 15:20:00","Appliance Power Consumption"
5,29,"2013-06-30 15:20:00","bed room temp"
14,0,"2013-06-30 15:20:00","AC Power Consumption"
6,29,"2013-06-30 15:20:00","Salon temp"
15,4,"2013-06-30 15:40:00","Appliance Power Consumption"
5,29,"2013-06-30 15:40:00","bed room temp"
14,0,"2013-06-30 15:40:00","AC Power Consumption"
6,29,"2013-06-30 15:40:00","Salon temp"
16,46,"2013-06-30 15:40:00","Self Power Production"
13,0,"2013-06-30 15:40:00","Light Power Consumption"
16,43,"2013-06-30 16:00:00","Self Power Production"
13,0,"2013-06-30 16:00:00","Light Power Consumption"
15,4,"2013-06-30 16:00:00","Appliance Power Consumption"
5,29,"2013-06-30 16:00:00","bed room temp"
14,0,"2013-06-30 16:00:00","AC Power Consumption"
6,29,"2013-06-30 16:00:00","Salon temp"
14,0,"2013-06-30 16:20:00","AC Power Consumption"
6,29,"2013-06-30 16:20:00","Salon temp"
16,40,"2013-06-30 16:20:00","Self Power Production"
13,9,"2013-06-30 16:20:00","Light Power Consumption"
15,4,"2013-06-30 16:20:00","Appliance Power Consumption"
5,29,"2013-06-30 16:20:00","bed room temp"
13,0,"2013-06-30 16:40:00","Light Power Consumption"
15,4,"2013-06-30 16:40:00","Appliance Power Consumption"
5,29,"2013-06-30 16:40:00","bed room temp"
14,0,"2013-06-30 16:40:00","AC Power Consumption"
6,29,"2013-06-30 16:40:00","Salon temp"
16,38,"2013-06-30 16:40:00","Self Power Production"
16,32,"2013-06-30 17:00:00","Self Power Production"
13,0,"2013-06-30 17:00:00","Light Power Consumption"
15,4,"2013-06-30 17:00:00","Appliance Power Consumption"
5,29,"2013-06-30 17:00:00","bed room temp"
14,0,"2013-06-30 17:00:00","AC Power Consumption"
6,29,"2013-06-30 17:00:00","Salon temp"
15,6,"2013-06-30 17:20:00","Appliance Power Consumption"
5,28,"2013-06-30 17:20:00","bed room temp"
14,250,"2013-06-30 17:20:00","AC Power Consumption"
6,28,"2013-06-30 17:20:00","Salon temp"
16,29,"2013-06-30 17:20:00","Self Power Production"
13,0,"2013-06-30 17:20:00","Light Power Consumption"
16,26,"2013-06-30 17:40:00","Self Power Production"
13,0,"2013-06-30 17:40:00","Light Power Consumption"
15,6,"2013-06-30 17:40:00","Appliance Power Consumption"
5,28,"2013-06-30 17:40:00","bed room temp"
14,250,"2013-06-30 17:40:00","AC Power Consumption"
6,26,"2013-06-30 17:40:00","Salon temp"
14,250,"2013-06-30 18:00:00","AC Power Consumption"
6,24,"2013-06-30 18:00:00","Salon temp"
16,23,"2013-06-30 18:00:00","Self Power Production"
13,9,"2013-06-30 18:00:00","Light Power Consumption"
15,7,"2013-06-30 18:00:00","Appliance Power Consumption"
5,28,"2013-06-30 18:00:00","bed room temp"
13,9,"2013-06-30 18:20:00","Light Power Consumption"
15,7,"2013-06-30 18:20:00","Appliance Power Consumption"
5,28,"2013-06-30 18:20:00","bed room temp"
14,250,"2013-06-30 18:20:00","AC Power Consumption"
6,24,"2013-06-30 18:20:00","Salon temp"
16,20,"2013-06-30 18:20:00","Self Power Production"
6,24,"2013-06-30 18:40:00","Salon temp"
16,17,"2013-06-30 18:40:00","Self Power Production"
13,0,"2013-06-30 18:40:00","Light Power Consumption"
15,6,"2013-06-30 18:40:00","Appliance Power Consumption"
5,27,"2013-06-30 18:40:00","bed room temp"
14,250,"2013-06-30 18:40:00","AC Power Consumption"
15,7,"2013-06-30 19:00:00","Appliance Power Consumption"
5,27,"2013-06-30 19:00:00","bed room temp"
14,250,"2013-06-30 19:00:00","AC Power Consumption"
6,24,"2013-06-30 19:00:00","Salon temp"
16,14,"2013-06-30 19:00:00","Self Power Production"
13,0,"2013-06-30 19:00:00","Light Power Consumption"
16,11,"2013-06-30 19:20:00","Self Power Production"
13,9,"2013-06-30 19:20:00","Light Power Consumption"
15,8,"2013-06-30 19:20:00","Appliance Power Consumption"
5,27,"2013-06-30 19:20:00","bed room temp"
14,250,"2013-06-30 19:20:00","AC Power Consumption"
6,24,"2013-06-30 19:20:00","Salon temp"
5,26,"2013-06-30 19:40:00","bed room temp"
14,220,"2013-06-30 19:40:00","AC Power Consumption"
6,24,"2013-06-30 19:40:00","Salon temp"
16,8,"2013-06-30 19:40:00","Self Power Production"
13,9,"2013-06-30 19:40:00","Light Power Consumption"
15,7,"2013-06-30 19:40:00","Appliance Power Consumption"
13,27,"2013-06-30 20:00:00","Light Power Consumption"
15,8,"2013-06-30 20:00:00","Appliance Power Consumption"
5,24,"2013-06-30 20:00:00","bed room temp"
14,220,"2013-06-30 20:00:00","AC Power Consumption"
6,24,"2013-06-30 20:00:00","Salon temp"
16,0,"2013-06-30 20:00:00","Self Power Production"
6,24,"2013-06-30 20:20:00","Salon temp"
16,0,"2013-06-30 20:20:00","Self Power Production"
13,27,"2013-06-30 20:20:00","Light Power Consumption"
15,8,"2013-06-30 20:20:00","Appliance Power Consumption"
5,24,"2013-06-30 20:20:00","bed room temp"
14,210,"2013-06-30 20:20:00","AC Power Consumption"
15,4,"2013-06-30 20:40:00","Appliance Power Consumption"
5,24,"2013-06-30 20:40:00","bed room temp"
14,210,"2013-06-30 20:40:00","AC Power Consumption"
6,24,"2013-06-30 20:40:00","Salon temp"
16,0,"2013-06-30 20:40:00","Self Power Production"
13,27,"2013-06-30 20:40:00","Light Power Consumption"
16,0,"2013-06-30 21:00:00","Self Power Production"
13,27,"2013-06-30 21:00:00","Light Power Consumption"
15,5,"2013-06-30 21:00:00","Appliance Power Consumption"
5,24,"2013-06-30 21:00:00","bed room temp"
14,210,"2013-06-30 21:00:00","AC Power Consumption"
6,24,"2013-06-30 21:00:00","Salon temp"
5,24,"2013-06-30 21:20:00","bed room temp"
14,210,"2013-06-30 21:20:00","AC Power Consumption"
6,24,"2013-06-30 21:20:00","Salon temp"
16,0,"2013-06-30 21:20:00","Self Power Production"
13,27,"2013-06-30 21:20:00","Light Power Consumption"
15,4,"2013-06-30 21:20:00","Appliance Power Consumption"
13,18,"2013-06-30 21:40:00","Light Power Consumption"
15,4,"2013-06-30 21:40:00","Appliance Power Consumption"
5,26,"2013-06-30 21:40:00","bed room temp"
14,140,"2013-06-30 21:40:00","AC Power Consumption"
6,26,"2013-06-30 21:40:00","Salon temp"
16,0,"2013-06-30 21:40:00","Self Power Production"
14,110,"2013-06-30 22:00:00","AC Power Consumption"
6,25,"2013-06-30 22:00:00","Salon temp"
16,0,"2013-06-30 22:00:00","Self Power Production"
13,18,"2013-06-30 22:00:00","Light Power Consumption"
15,4,"2013-06-30 22:00:00","Appliance Power Consumption"
5,25,"2013-06-30 22:00:00","bed room temp"
15,4,"2013-06-30 22:20:00","Appliance Power Consumption"
5,25,"2013-06-30 22:20:00","bed room temp"
14,0,"2013-06-30 22:20:00","AC Power Consumption"
6,25,"2013-06-30 22:20:00","Salon temp"
16,0,"2013-06-30 22:20:00","Self Power Production"
13,18,"2013-06-30 22:20:00","Light Power Consumption"
16,0,"2013-06-30 22:40:00","Self Power Production"
13,18,"2013-06-30 22:40:00","Light Power Consumption"
15,4,"2013-06-30 22:40:00","Appliance Power Consumption"
5,25,"2013-06-30 22:40:00","bed room temp"
14,0,"2013-06-30 22:40:00","AC Power Consumption"
6,25,"2013-06-30 22:40:00","Salon temp"
15,4,"2013-06-30 23:00:00","Appliance Power Consumption"
5,25,"2013-06-30 23:00:00","bed room temp"
14,0,"2013-06-30 23:00:00","AC Power Consumption"
6,25,"2013-06-30 23:00:00","Salon temp"
16,0,"2013-06-30 23:00:00","Self Power Production"
13,9,"2013-06-30 23:00:00","Light Power Consumption"
13,9,"2013-06-30 23:20:00","Light Power Consumption"
15,4,"2013-06-30 23:20:00","Appliance Power Consumption"
5,25,"2013-06-30 23:20:00","bed room temp"
14,0,"2013-06-30 23:20:00","AC Power Consumption"
6,25,"2013-06-30 23:20:00","Salon temp"
16,0,"2013-06-30 23:20:00","Self Power Production"
14,0,"2013-06-30 23:40:00","AC Power Consumption"
6,25,"2013-06-30 23:40:00","Salon temp"
16,0,"2013-06-30 23:40:00","Self Power Production"
13,9,"2013-06-30 23:40:00","Light Power Consumption"
15,4,"2013-06-30 23:40:00","Appliance Power Consumption"
5,25,"2013-06-30 23:40:00","bed room temp"
15,4,"2013-07-01 00:00:00","Appliance Power Consumption"
5,24,"2013-07-01 00:00:00","bed room temp"
14,0,"2013-07-01 00:00:00","AC Power Consumption"
6,24,"2013-07-01 00:00:00","Salon temp"
16,0,"2013-07-01 00:00:00","Self Power Production"
13,9,"2013-07-01 00:00:00","Light Power Consumption"
16,0,"2013-07-01 00:20:00","Self Power Production"
13,0,"2013-07-01 00:20:00","Light Power Consumption"
15,4,"2013-07-01 00:20:00","Appliance Power Consumption"
5,24,"2013-07-01 00:20:00","bed room temp"
14,0,"2013-07-01 00:20:00","AC Power Consumption"
6,24,"2013-07-01 00:20:00","Salon temp"
15,4,"2013-07-01 00:40:00","Appliance Power Consumption"
5,24,"2013-07-01 00:40:00","bed room temp"
14,0,"2013-07-01 00:40:00","AC Power Consumption"
6,24,"2013-07-01 00:40:00","Salon temp"
16,0,"2013-07-01 00:40:00","Self Power Production"
13,0,"2013-07-01 00:40:00","Light Power Consumption"
13,0,"2013-07-01 01:00:00","Light Power Consumption"
15,4,"2013-07-01 01:00:00","Appliance Power Consumption"
5,24,"2013-07-01 01:00:00","bed room temp"
14,0,"2013-07-01 01:00:00","AC Power Consumption"
6,24,"2013-07-01 01:00:00","Salon temp"
16,0,"2013-07-01 01:00:00","Self Power Production"
14,0,"2013-07-01 01:20:00","AC Power Consumption"
6,24,"2013-07-01 01:20:00","Salon temp"
16,0,"2013-07-01 01:20:00","Self Power Production"
13,0,"2013-07-01 01:20:00","Light Power Consumption"
15,4,"2013-07-01 01:20:00","Appliance Power Consumption"
5,24,"2013-07-01 01:20:00","bed room temp"
13,0,"2013-07-01 01:40:00","Light Power Consumption"
15,4,"2013-07-01 01:40:00","Appliance Power Consumption"
5,24,"2013-07-01 01:40:00","bed room temp"
14,0,"2013-07-01 01:40:00","AC Power Consumption"
6,24,"2013-07-01 01:40:00","Salon temp"
16,0,"2013-07-01 01:40:00","Self Power Production"
16,0,"2013-07-01 02:00:00","Self Power Production"
13,0,"2013-07-01 02:00:00","Light Power Consumption"
15,4,"2013-07-01 02:00:00","Appliance Power Consumption"
5,24,"2013-07-01 02:00:00","bed room temp"
14,0,"2013-07-01 02:00:00","AC Power Consumption"
6,24,"2013-07-01 02:00:00","Salon temp"
15,4,"2013-07-01 02:20:00","Appliance Power Consumption"
5,23,"2013-07-01 02:20:00","bed room temp"
14,0,"2013-07-01 02:20:00","AC Power Consumption"
6,23,"2013-07-01 02:20:00","Salon temp"
16,0,"2013-07-01 02:20:00","Self Power Production"
13,0,"2013-07-01 02:20:00","Light Power Consumption"
16,0,"2013-07-01 02:40:00","Self Power Production"
13,0,"2013-07-01 02:40:00","Light Power Consumption"
15,4,"2013-07-01 02:40:00","Appliance Power Consumption"
5,23,"2013-07-01 02:40:00","bed room temp"
14,0,"2013-07-01 02:40:00","AC Power Consumption"
6,23,"2013-07-01 02:40:00","Salon temp"
14,0,"2013-07-01 03:00:00","AC Power Consumption"
6,23,"2013-07-01 03:00:00","Salon temp"
16,0,"2013-07-01 03:00:00","Self Power Production"
13,0,"2013-07-01 03:00:00","Light Power Consumption"
15,4,"2013-07-01 03:00:00","Appliance Power Consumption"
5,23,"2013-07-01 03:00:00","bed room temp"
13,0,"2013-07-01 03:20:00","Light Power Consumption"
15,4,"2013-07-01 03:20:00","Appliance Power Consumption"
5,23,"2013-07-01 03:20:00","bed room temp"
14,0,"2013-07-01 03:20:00","AC Power Consumption"
6,23,"2013-07-01 03:20:00","Salon temp"
16,0,"2013-07-01 03:20:00","Self Power Production"
16,0,"2013-07-01 03:40:00","Self Power Production"
13,0,"2013-07-01 03:40:00","Light Power Consumption"
15,4,"2013-07-01 03:40:00","Appliance Power Consumption"
5,22,"2013-07-01 03:40:00","bed room temp"
14,0,"2013-07-01 03:40:00","AC Power Consumption"
6,22,"2013-07-01 03:40:00","Salon temp"
15,4,"2013-07-01 04:00:00","Appliance Power Consumption"
5,23,"2013-07-01 04:00:00","bed room temp"
14,0,"2013-07-01 04:00:00","AC Power Consumption"
6,23,"2013-07-01 04:00:00","Salon temp"
16,0,"2013-07-01 04:00:00","Self Power Production"
13,0,"2013-07-01 04:00:00","Light Power Consumption"
16,0,"2013-07-01 04:20:00","Self Power Production"
13,0,"2013-07-01 04:20:00","Light Power Consumption"
15,4,"2013-07-01 04:20:00","Appliance Power Consumption"
5,23,"2013-07-01 04:20:00","bed room temp"
14,0,"2013-07-01 04:20:00","AC Power Consumption"
6,23,"2013-07-01 04:20:00","Salon temp"
14,0,"2013-07-01 04:40:00","AC Power Consumption"
6,23,"2013-07-01 04:40:00","Salon temp"
16,0,"2013-07-01 04:40:00","Self Power Production"
13,0,"2013-07-01 04:40:00","Light Power Consumption"
15,4,"2013-07-01 04:40:00","Appliance Power Consumption"
5,23,"2013-07-01 04:40:00","bed room temp"
13,0,"2013-07-01 05:00:00","Light Power Consumption"
15,4,"2013-07-01 05:00:00","Appliance Power Consumption"
5,23,"2013-07-01 05:00:00","bed room temp"
14,0,"2013-07-01 05:00:00","AC Power Consumption"
6,23,"2013-07-01 05:00:00","Salon temp"
16,0,"2013-07-01 05:00:00","Self Power Production"
6,23,"2013-07-01 05:20:00","Salon temp"
16,0,"2013-07-01 05:20:00","Self Power Production"
13,0,"2013-07-01 05:20:00","Light Power Consumption"
15,4,"2013-07-01 05:20:00","Appliance Power Consumption"
5,23,"2013-07-01 05:20:00","bed room temp"
14,0,"2013-07-01 05:20:00","AC Power Consumption"
15,4,"2013-07-01 05:40:00","Appliance Power Consumption"
5,23,"2013-07-01 05:40:00","bed room temp"
14,0,"2013-07-01 05:40:00","AC Power Consumption"
6,23,"2013-07-01 05:40:00","Salon temp"
16,0,"2013-07-01 05:40:00","Self Power Production"
13,0,"2013-07-01 05:40:00","Light Power Consumption"
16,2,"2013-07-01 06:00:00","Self Power Production"
13,0,"2013-07-01 06:00:00","Light Power Consumption"
15,4,"2013-07-01 06:00:00","Appliance Power Consumption"
5,23,"2013-07-01 06:00:00","bed room temp"
14,0,"2013-07-01 06:00:00","AC Power Consumption"
6,23,"2013-07-01 06:00:00","Salon temp"
5,23,"2013-07-01 06:20:00","bed room temp"
14,0,"2013-07-01 06:20:00","AC Power Consumption"
6,23,"2013-07-01 06:20:00","Salon temp"
16,3,"2013-07-01 06:20:00","Self Power Production"
13,0,"2013-07-01 06:20:00","Light Power Consumption"
15,4,"2013-07-01 06:20:00","Appliance Power Consumption"
13,0,"2013-07-01 06:40:00","Light Power Consumption"
15,4,"2013-07-01 06:40:00","Appliance Power Consumption"
5,24,"2013-07-01 06:40:00","bed room temp"
14,0,"2013-07-01 06:40:00","AC Power Consumption"
6,24,"2013-07-01 06:40:00","Salon temp"
16,6,"2013-07-01 06:40:00","Self Power Production"
6,24,"2013-07-01 07:00:00","Salon temp"
16,7,"2013-07-01 07:00:00","Self Power Production"
13,0,"2013-07-01 07:00:00","Light Power Consumption"
15,4,"2013-07-01 07:00:00","Appliance Power Consumption"
5,24,"2013-07-01 07:00:00","bed room temp"
14,0,"2013-07-01 07:00:00","AC Power Consumption"
15,4,"2013-07-01 07:20:00","Appliance Power Consumption"
5,24,"2013-07-01 07:20:00","bed room temp"
14,0,"2013-07-01 07:20:00","AC Power Consumption"
6,24,"2013-07-01 07:20:00","Salon temp"
16,8,"2013-07-01 07:20:00","Self Power Production"
13,0,"2013-07-01 07:20:00","Light Power Consumption"
16,10,"2013-07-01 07:40:00","Self Power Production"
13,0,"2013-07-01 07:40:00","Light Power Consumption"
15,6,"2013-07-01 07:40:00","Appliance Power Consumption"
5,24,"2013-07-01 07:40:00","bed room temp"
14,0,"2013-07-01 07:40:00","AC Power Consumption"
6,24,"2013-07-01 07:40:00","Salon temp"
5,24,"2013-07-01 08:00:00","bed room temp"
14,0,"2013-07-01 08:00:00","AC Power Consumption"
6,24,"2013-07-01 08:00:00","Salon temp"
16,15,"2013-07-01 08:00:00","Self Power Production"
13,0,"2013-07-01 08:00:00","Light Power Consumption"
15,6,"2013-07-01 08:00:00","Appliance Power Consumption"
13,0,"2013-07-01 08:20:00","Light Power Consumption"
15,6,"2013-07-01 08:20:00","Appliance Power Consumption"
5,25,"2013-07-01 08:20:00","bed room temp"
14,0,"2013-07-01 08:20:00","AC Power Consumption"
6,25,"2013-07-01 08:20:00","Salon temp"
16,19,"2013-07-01 08:20:00","Self Power Production"
14,0,"2013-07-01 08:40:00","AC Power Consumption"
6,25,"2013-07-01 08:40:00","Salon temp"
16,21,"2013-07-01 08:40:00","Self Power Production"
13,0,"2013-07-01 08:40:00","Light Power Consumption"
15,5,"2013-07-01 08:40:00","Appliance Power Consumption"
5,25,"2013-07-01 08:40:00","bed room temp"
15,6,"2013-07-01 09:00:00","Appliance Power Consumption"
5,25,"2013-07-01 09:00:00","bed room temp"
14,0,"2013-07-01 09:00:00","AC Power Consumption"
6,25,"2013-07-01 09:00:00","Salon temp"
16,23,"2013-07-01 09:00:00","Self Power Production"
13,0,"2013-07-01 09:00:00","Light Power Consumption"
16,25,"2013-07-01 09:20:00","Self Power Production"
13,0,"2013-07-01 09:20:00","Light Power Consumption"
15,4,"2013-07-01 09:20:00","Appliance Power Consumption"
5,25,"2013-07-01 09:20:00","bed room temp"
14,0,"2013-07-01 09:20:00","AC Power Consumption"
6,25,"2013-07-01 09:20:00","Salon temp"
15,4,"2013-07-01 09:40:00","Appliance Power Consumption"
5,25,"2013-07-01 09:40:00","bed room temp"
14,0,"2013-07-01 09:40:00","AC Power Consumption"
6,25,"2013-07-01 09:40:00","Salon temp"
16,27,"2013-07-01 09:40:00","Self Power Production"
13,0,"2013-07-01 09:40:00","Light Power Consumption"
13,0,"2013-07-01 10:00:00","Light Power Consumption"
15,4,"2013-07-01 10:00:00","Appliance Power Consumption"
5,25,"2013-07-01 10:00:00","bed room temp"
14,0,"2013-07-01 10:00:00","AC Power Consumption"
6,25,"2013-07-01 10:00:00","Salon temp"
16,29,"2013-07-01 10:00:00","Self Power Production"
14,0,"2013-07-01 10:20:00","AC Power Consumption"
6,25,"2013-07-01 10:20:00","Salon temp"
16,32,"2013-07-01 10:20:00","Self Power Production"
13,0,"2013-07-01 10:20:00","Light Power Consumption"
15,4,"2013-07-01 10:20:00","Appliance Power Consumption"
5,25,"2013-07-01 10:20:00","bed room temp"
15,4,"2013-07-01 10:40:00","Appliance Power Consumption"
5,26,"2013-07-01 10:40:00","bed room temp"
14,0,"2013-07-01 10:40:00","AC Power Consumption"
6,26,"2013-07-01 10:40:00","Salon temp"
16,36,"2013-07-01 10:40:00","Self Power Production"
13,0,"2013-07-01 10:40:00","Light Power Consumption"
16,41,"2013-07-01 11:00:00","Self Power Production"
13,0,"2013-07-01 11:00:00","Light Power Consumption"
15,4,"2013-07-01 11:00:00","Appliance Power Consumption"
5,26,"2013-07-01 11:00:00","bed room temp"
14,0,"2013-07-01 11:00:00","AC Power Consumption"
6,26,"2013-07-01 11:00:00","Salon temp"
15,4,"2013-07-01 11:20:00","Appliance Power Consumption"
5,26,"2013-07-01 11:20:00","bed room temp"
14,0,"2013-07-01 11:20:00","AC Power Consumption"
6,26,"2013-07-01 11:20:00","Salon temp"
16,44,"2013-07-01 11:20:00","Self Power Production"
13,0,"2013-07-01 11:20:00","Light Power Consumption"
13,0,"2013-07-01 11:40:00","Light Power Consumption"
15,4,"2013-07-01 11:40:00","Appliance Power Consumption"
5,26,"2013-07-01 11:40:00","bed room temp"
14,0,"2013-07-01 11:40:00","AC Power Consumption"
6,26,"2013-07-01 11:40:00","Salon temp"
16,46,"2013-07-01 11:40:00","Self Power Production"
14,0,"2013-07-01 12:00:00","AC Power Consumption"
6,27,"2013-07-01 12:00:00","Salon temp"
16,47,"2013-07-01 12:00:00","Self Power Production"
13,0,"2013-07-01 12:00:00","Light Power Consumption"
15,4,"2013-07-01 12:00:00","Appliance Power Consumption"
5,27,"2013-07-01 12:00:00","bed room temp"
13,0,"2013-07-01 12:20:00","Light Power Consumption"
15,4,"2013-07-01 12:20:00","Appliance Power Consumption"
5,27,"2013-07-01 12:20:00","bed room temp"
14,0,"2013-07-01 12:20:00","AC Power Consumption"
6,27,"2013-07-01 12:20:00","Salon temp"
16,48,"2013-07-01 12:20:00","Self Power Production"
16,49,"2013-07-01 12:40:00","Self Power Production"
13,0,"2013-07-01 12:40:00","Light Power Consumption"
15,4,"2013-07-01 12:40:00","Appliance Power Consumption"
5,27,"2013-07-01 12:40:00","bed room temp"
14,0,"2013-07-01 12:40:00","AC Power Consumption"
6,27,"2013-07-01 12:40:00","Salon temp"
15,4,"2013-07-01 13:00:00","Appliance Power Consumption"
5,28,"2013-07-01 13:00:00","bed room temp"
14,0,"2013-07-01 13:00:00","AC Power Consumption"
6,28,"2013-07-01 13:00:00","Salon temp"
16,50,"2013-07-01 13:00:00","Self Power Production"
13,0,"2013-07-01 13:00:00","Light Power Consumption"
16,50,"2013-07-01 13:20:00","Self Power Production"
13,9,"2013-07-01 13:20:00","Light Power Consumption"
15,4,"2013-07-01 13:20:00","Appliance Power Consumption"
5,28,"2013-07-01 13:20:00","bed room temp"
14,0,"2013-07-01 13:20:00","AC Power Consumption"
6,28,"2013-07-01 13:20:00","Salon temp"
14,0,"2013-07-01 13:40:00","AC Power Consumption"
6,28,"2013-07-01 13:40:00","Salon temp"
16,51,"2013-07-01 13:40:00","Self Power Production"
13,9,"2013-07-01 13:40:00","Light Power Consumption"
15,4,"2013-07-01 13:40:00","Appliance Power Consumption"
5,28,"2013-07-01 13:40:00","bed room temp"
13,0,"2013-07-01 14:00:00","Light Power Consumption"
15,4,"2013-07-01 14:00:00","Appliance Power Consumption"
5,28,"2013-07-01 14:00:00","bed room temp"
14,0,"2013-07-01 14:00:00","AC Power Consumption"
6,28,"2013-07-01 14:00:00","Salon temp"
16,50,"2013-07-01 14:00:00","Self Power Production"
